,sent_id,sentence,DiversitéLemmes,ProportionsVerbes,ProportionNoms,ProportionsAdjectif,ProportionClitiques,ProportionStopWords,ProportionSymboles,RapportPonctuationSurMots,ProportionAdvTemp,ProportionVerbeEtat,PropAddition,PropBut,PropCause,PropComparaison,PropConcession,PropConclusion,PropCondition,PropConsequence,PropEnumeration,PropExplication,PropIllustration,PropJustification,PropOpposition,PropRestriction,PropExclusion,PropTemps
74,74,mais nan c'est pas enervant .,6,0.0,0.0,0.0,0.0,0.6666666666666666,4.166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
75,75,le petit nounours pour la petite euh fille qui va euh promener son petit nounours .,11,0.13333333333333333,0.26666666666666666,0.0,0.0,0.3333333333333333,4.533333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,"^ ah là c'est le panier pour le chat .
tiens regarde il a un poi un panier pour le chat on va mettre les deux chats là-dedans .",19,0.14814814814814814,0.2222222222222222,0.0,0.0,0.48148148148148145,3.925925925925926,0.1111111111111111,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,"un cartable .
xxx on le met ici ?",7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.42857142857142855,4.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,un cartable .,2,0.0,0.5,0.0,0.0,0.5,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,et ça ?,2,0.0,0.0,0.0,0.0,1.0,2.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,"ça ça va pour la cheminée .
ah regarde !",7,0.25,0.125,0.0,0.0,0.5,4.375,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,"^ oh j'ai complétement oublié ...
ah oui c'est la chaudière !",11,0.09090909090909091,0.09090909090909091,0.0,0.0,0.45454545454545453,5.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,82,euh ffff@o nan à mon avis tu vois c'est pour faire le manger là t'as le four là pour mettre la casserole et puis là les odeurs elles vont de l'autre côté .,26,0.2,0.14285714285714285,0.0,0.0,0.5428571428571428,3.657142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,83,"nan c'est en dessous ...
ah ouais .",7,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,4.142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,84,"tiens mets-le là mets-le à la cuisine chéri .
voilà .",8,0.2727272727272727,0.09090909090909091,0.0,0.0,0.45454545454545453,4.090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,85,"ça c'est ce qu'il y avait dans les maisons avant .
voilà .",12,0.15384615384615385,0.07692307692307693,0.0,0.0,0.7692307692307693,3.4615384615384617,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,86,non non bah c'est pas grave on on fait comme s'il allait à l'extérieur quoi tu vois ?,16,0.15,0.05,0.0,0.0,0.45,3.5,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
87,87,^ tiens mets la casserole dessus sinon on peut pas faire le manger pour la fin .,13,0.26666666666666666,0.13333333333333333,0.0,0.0,0.3333333333333333,4.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,88,"le café .
voilà .",3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,89,Comme ça c'est bien ?,5,0.0,0.0,0.0,0.0,0.8,3.6,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
90,90,"^ vas-y mets la casserole dessus .
oh bah la ptite fille elle va avec ...
qu'est-ce qu'on fait on amène euh ...
la petite fille ...
la grande euh à l'école ?",24,0.15625,0.15625,0.0,0.0,0.375,4.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,91,"euh je promène les petits ...
non le papa il promène les petits enfants la maman elle ramène /.",11,0.16666666666666666,0.2222222222222222,0.0,0.0,0.3888888888888889,4.055555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,92,"on va ramener regarde on va ramener avec le papa et la maman on va ramener la grande fille à l'école comme ça ça fait la promenade pour les bébés .
allez .
tiens bébé !",19,0.22580645161290322,0.22580645161290322,0.0,0.0,0.41935483870967744,4.032258064516129,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0
93,93,C'est toi qui pousse la poussette ?,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5714285714285714,4.428571428571429,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,94,samuel ?,1,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,ben toi xxx je fais semblant qu'elle qu'elle va à l'école /.,12,0.2,0.06666666666666667,0.0,0.0,0.4666666666666667,3.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,96,attends on va d'abord préparer le petit déjeuner avant d'aller à l'école .,12,0.2,0.2,0.0,0.0,0.26666666666666666,4.333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,97,"regarde il y a une tasse il y a l'eau qui qui le lait qui chauffe pour le Nesquick .
alors on va se réunir allez hop hop .",19,0.25,0.21428571428571427,0.0,0.0,0.4642857142857143,3.7857142857142856,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,98,"C'est ...
allez prends la grande fille donne-lui son petit dej .
mais xxx .
ouais ...
la maman elle va aller aussi boire son café le papa aussi .
xxx oh c'est chiant ça !",24,0.18181818181818182,0.18181818181818182,0.0,0.0,0.42424242424242425,4.212121212121212,0.18181818181818182,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
99,99,chut@o !,1,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,"voilà .
xxx fait .
alors ils boivent le café ...
allez vite c'est l'heure d'aller à l'école !",16,0.2631578947368421,0.15789473684210525,0.0,0.0,0.42105263157894735,3.8947368421052633,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,"elle elle mange des céréales allez c'est l'heure d'aller à l'école le papa il va pousser la pousette ...
on peut commencer !",18,0.28,0.2,0.0,0.0,0.44,4.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,102,alors le papa il va pousser la pousette et le papa il va tenir la main à sa petite fille .,14,0.2,0.25,0.0,0.0,0.5,3.8,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,faut dire qu'on peut commencer ?,6,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,5.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,104,allez on y va on va à l'école ?,6,0.3333333333333333,0.1111111111111111,0.0,0.0,0.2222222222222222,3.2222222222222223,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,105,Allez c'est parti ?,4,0.5,0.0,0.0,0.0,0.5,4.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106,oui mais la caméra elle est pas en route !,9,0.0,0.2222222222222222,0.0,0.0,0.6666666666666666,3.5555555555555554,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
107,107,je sais pas ?,3,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,si elle est en route .,5,0.0,0.2,0.0,0.0,0.8,3.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,si elle est en route quoi ?,6,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,3.3333333333333335,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,110,si elle est en route !,5,0.0,0.2,0.0,0.0,0.8,3.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,111,ah !,1,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,112,allez on va à l'école !,5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,3.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,allez moi je pousse les bébés et toi tu tiens la main à la petite fille pour qu'on aille à l'école .,17,0.17391304347826086,0.17391304347826086,0.0,0.0,0.4782608695652174,3.391304347826087,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,114,"Alors ...
ah !",2,0.0,0.0,0.0,0.0,0.5,5.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,on est arrivés ?,3,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,4.666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,116,"mmmh .
oui ..?
allez assis !",4,0.5,0.0,0.0,0.0,0.0,5.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,"allez la ma ...
qu'est-ce qu'elle fait la petite fille ?",10,0.16666666666666666,0.08333333333333333,0.0,0.0,0.6666666666666666,3.75,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,118,elle fait un bisous à sa maman .,7,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,3.4285714285714284,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,"un bisous à son papa aussi .
bonne journée travaille bien à l'école !",12,0.07692307692307693,0.3076923076923077,0.0,0.0,0.5384615384615384,4.153846153846154,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120,"a tout à l'heure on revien te chercher pour le repas !
xxx mais j'arrive pas à ...
Hop@o !",16,0.15789473684210525,0.15789473684210525,0.0,0.0,0.5263157894736842,3.8421052631578947,0.15789473684210525,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0
121,121,"voilà tu la mets à l'école on va dire que l'école c'est là-bas .
voilà .",13,0.29411764705882354,0.11764705882352941,0.0,0.0,0.47058823529411764,3.7058823529411766,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,122,"Après nous qu'est-ce qu'on fait ?
position couchée .",9,0.1,0.1,0.0,0.0,0.5,4.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,123,"mets-là debout .
ou sinon on va lui trouver eum ...
c'est pas grave on va on va aller à l'école et puis qu'est-ce qu'on fait Samuel ?",22,0.22580645161290322,0.0967741935483871,0.0,0.0,0.3870967741935484,3.806451612903226,0.0967741935483871,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124,on va rentrer ?,3,0.6666666666666666,0.0,0.0,0.0,0.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125,alors tu tu prends le garçon et nous on rentre à la maison .,10,0.15384615384615385,0.15384615384615385,0.0,0.0,0.6153846153846154,3.6153846153846154,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,126,"on va aller coucher les bébés ..?
ouais .
dans leur lit ?",9,0.3,0.2,0.0,0.0,0.3,4.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,allez vas-y .,3,0.6666666666666666,0.0,0.0,0.0,0.0,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,"il y a un bébé qui va dans le lit ...
là .
oh mais chat pouruquoi t'es tombé !
ouh là tu as vu il y en a beaucoup des chats hein !",23,0.16129032258064516,0.16129032258064516,0.0,0.0,0.5161290322580645,3.7096774193548385,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0
129,129,il y en a deux dans le panier un en haut !,10,0.09090909090909091,0.18181818181818182,0.0,0.0,0.5454545454545454,3.1818181818181817,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,130,deux en haut !,3,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,y en a un qui est tombé du ciel !,11,0.18181818181818182,0.09090909090909091,0.0,0.0,0.45454545454545453,3.090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,132,ah ouais .,2,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,133,"allez celui-là on va le mettre dans le dodo là .
regarde nickel le dodo pour le bébé !",12,0.23529411764705882,0.17647058823529413,0.0,0.0,0.4117647058823529,4.235294117647059,0.11764705882352941,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,134,eh mais il y a un chat qui est tombé !,10,0.2,0.1,0.0,0.0,0.6,3.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
135,135,"nan je l'ai mis là .
un deux trois quatre .
ah ouais mais regarde ...
on va lui mettre la couverture il va faire la sieste ...
un deux trois quatre cinq wahou y en a un deux trois quatre cinq euh ...
alors qu'est-ce qu'on fait maintenant ?",30,0.16666666666666666,0.08333333333333333,0.0,0.0,0.3958333333333333,4.333333333333333,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0
136,136,"Après avoir fait le le le petit dej et amené la grande à l'école il faut ..?
bah /.",15,0.15789473684210525,0.10526315789473684,0.0,0.0,0.47368421052631576,3.6315789473684212,0.10526315789473684,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,commencer à faire le manger .,5,0.6,0.0,0.0,0.0,0.4,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138,bah il est déjà fait !,5,0.2,0.0,0.0,0.0,0.4,3.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,"il est déjà fait nan ça c'était le petit dej .
allez tchictchic@o allez j'ai fait ...
voilà le papa il prépare le manger la maman avec /.",20,0.25,0.10714285714285714,0.0,0.0,0.4642857142857143,4.142857142857143,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,ça y est j'ai fait le mager .,8,0.125,0.125,0.0,0.0,0.625,3.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,t'as fait le manger ?,5,0.4,0.0,0.0,0.0,0.4,4.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142,"oui .
allez on on xxx ...
on va chercher la grande à l'école alors ?",10,0.2857142857142857,0.07142857142857142,0.0,0.0,0.2857142857142857,3.9285714285714284,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
